s,0.4062407,-0.0049938075,-1.6147026,-0.84399384,-1.1038111,0.45716226,-0.9373951,-2.3078754,0.7764608,0.7062586,-1.2299391,-0.7670497,0.33513206,-1.1258441,-1.3441569,1.3246872,-0.47737795,-1.3080915,-0.18082677,0.5199589,-0.32076618,1.478561,-0.6965715,-0.120048575,0.57754266,-0.8389117,-0.09636587,-0.68626535,1.1327406,-0.5208109,-1.5279154,0.10369823,-1.1714154,-1.1567824,0.18721686,-0.91342515,-1.884255,-0.0732675,-1.3090285,-1.0518118,0.42678654,1.1727085,-0.08650861,-0.71238744,-1.3592237,-0.3496437,-1.1416198,0.28068295,-0.7521333,0.015361369,-1.0777187,-0.024825849,-0.36149445,-0.38547757,-0.31806096,0.7479645,2.0009573,-1.1149925,-0.9424085,-0.78710103,-0.4705099,1.3524737,-1.1018827,1.1460876
A,-0.66312826,-0.6017771,1.0473938,2.428963,0.80294466,0.015361926,0.20312513,-1.3329996,1.4430363,-0.20338227,0.27328324,1.8827453,-0.40620896,-1.4750813,-1.115728,0.4421917,-0.025006905,0.07391062,-0.7560396,-0.52084166,-2.5557804,1.1420066,-0.609302,0.683138,1.5638437,0.7082473,-0.37038696,0.21306756,0.14748512,0.9968882,0.4489499,-0.2754744,0.5662723,-0.08411591,-0.5643428,-0.6146024,-0.106428005,1.2383248,-1.0906389,-1.2314261,-0.023941068,-0.87137103,0.084819354,-0.35060498,-0.8170341,1.4731647,-0.9582607,0.0003060786,1.9285775,-2.1856642,-0.5217347,-1.5787696,0.6225311,-0.67084086,0.8854333,-0.7978173,-0.06362841,-0.7919803,1.4640845,-0.478871,0.3384665,-1.2332422,1.0133892,1.2771451
C,-1.7815151,-0.42628482,-2.2576814,2.2194803,-0.038376007,-0.26234093,1.9575812,0.057760295,-1.0834053,-0.41721874,-1.2351606,0.03163011,-0.7034074,0.6155736,-1.4971749,-1.5659056,-0.23430043,1.289735,-1.8797829,-1.0917851,0.33725867,0.83318293,1.313146,0.010113774,-0.25484914,0.6232425,-0.8497208,1.3456012,-0.5163532,-1.5622721,0.8268789,0.48778403,-0.003328707,-0.21977608,1.7503283,0.7467542,-0.31951952,0.21373598,-1.6089894,1.6106175,1.5656334,-0.5022223,1.1076685,-0.10223961,-1.3084105,-1.093974,-1.0461555,-0.6282571,1.5336047,0.39432803,0.19361813,0.27956182,0.5979425,-0.63470453,1.0762157,-0.93803185,1.0851413,1.6959419,-0.9258063,1.5400083,0.62410265,-1.0985038,-0.57365113,0.13285775
D,0.36406446,-1.247451,0.60597587,-1.4636472,-0.8742673,0.42881733,-2.2162626,-0.15538801,0.35469943,-0.58737963,1.0661559,0.38361916,0.71610624,-0.4646362,-1.6308523,-0.39813578,1.4676296,0.44035983,-0.53253585,0.13633944,0.59436715,-0.19137238,-0.40224254,0.18585496,-1.4646991,1.5101101,-0.76045436,-1.3839241,0.10623004,-1.6860046,0.72594196,0.14696726,1.0875204,-1.4915423,-0.66423184,0.03949189,-0.5947606,0.3706399,0.7690023,0.96287835,-0.74179786,-0.2856347,0.12758501,-0.3188326,-1.3311594,-0.50459355,-0.21150701,0.543338,0.40787566,-1.0758065,-0.54383796,0.56475705,0.4437696,-1.3424098,1.1572539,0.7101374,-2.7247696,0.76912355,-0.60186785,-1.4360079,-0.048555728,-1.4084483,-0.020478379,1.8044889
E,-0.8956146,-0.9388385,-0.99563646,0.20573074,-1.0787278,-0.8568276,0.90106493,-0.44799337,1.1573213,-0.77797294,-0.9996435,0.8703718,0.67057157,1.7581085,0.4650077,-0.78028065,0.19059525,0.36188447,1.164579,0.08417499,-1.4586374,0.9388165,-0.77967465,0.3100472,2.3222733,-1.3820523,0.769939,0.43040836,0.84897554,-1.1213717,0.577484,0.26443303,-0.04132599,0.74616474,-0.14123498,1.6612186,1.0566198,-0.4612863,-0.09499825,-0.25170583,-0.85853773,-0.29661018,-1.5117838,1.0320504,0.78674954,-1.4793497,1.3354175,-1.3365047,1.7119317,-0.3533433,1.5899435,0.34379342,-0.051464673,0.06258728,-1.1725594,0.6762229,-0.6302133,0.44911486,0.93371147,0.7532635,1.1524483,-0.16021709,-0.99379045,-0.8640396
F,-0.32331875,-0.3571898,-0.03827805,0.87553346,0.93711966,-0.3284579,2.2109146,0.5125511,0.5287368,-0.59674877,-1.1733509,1.0998298,0.65696466,1.9012599,-0.7263095,0.20266071,1.0842656,0.67845505,-0.22854854,0.52279675,-0.43834865,0.40286532,0.5887208,-0.35315633,-2.0053487,-0.6056835,-1.3838648,-0.43440154,-0.6067379,-1.4981587,0.26704654,1.2506192,0.58819693,1.7434745,-0.25532356,-0.9053108,1.2765706,0.2258603,1.0227453,0.45521,-0.7167294,0.30486497,0.29067963,0.7170902,-0.6294543,-1.3746009,0.7534688,0.7493636,1.1725777,0.9480099,1.0431284,0.6402204,-0.74454415,0.0040854863,2.2375665,-0.04436256,-0.8811828,1.3229856,1.8449124,-0.3389147,-1.0105002,-0.13815263,-2.0310133,0.77559173
G,0.42687923,-0.14078486,0.09931991,0.07323898,-0.25067982,0.4358756,-0.6535971,0.465171,0.18323609,-0.25555336,-1.0966464,-1.7140112,0.050590243,-0.071231164,0.6730865,-0.1490037,-0.83243364,-1.0069481,-0.54500026,0.33306402,1.1852473,0.3332669,0.68822545,0.75198287,-1.2172133,0.39316893,-0.44247013,1.0711013,-0.36548415,-2.181753,1.6977193,-0.9054681,0.15582362,0.017212177,1.0159425,0.56005365,0.29806337,-0.49337065,0.7761624,0.21450332,0.18178336,-1.922079,0.42835057,-0.42062324,-0.90125203,-0.09668409,0.09875678,-1.7444798,-0.64754766,0.7904777,-0.98231024,-0.8436379,0.0032878774,-0.35708934,-0.35333687,0.08028719,0.4398017,0.110505044,-0.6831244,0.89205253,0.05839389,-1.3806434,1.4240357,0.45375213
H,1.8841438,0.71818715,0.3849892,-1.2368431,-1.4683918,0.1389379,0.2806635,-1.1490661,-0.5380602,-1.3521532,-0.9092332,1.0499016,0.91067487,0.69485843,0.94350255,0.7859797,0.061933283,-0.8663423,-1.9459146,-0.55130744,0.20486975,-0.93879694,1.4681835,-0.48674726,-0.42822435,-0.25985226,-0.59106314,-0.22081976,-0.24884035,-1.0863109,-0.04647957,-0.6076987,1.5722257,-1.4740503,0.9490624,0.55274206,1.2183423,0.3000042,-1.3883662,-0.37992406,-1.2265127,-1.2459267,-0.116995506,0.38120556,0.79946095,-0.8866635,0.30531946,-1.0948097,0.9906682,0.37321264,-0.35071093,-1.4273291,0.5147375,-1.4059383,1.429967,0.7446869,-0.9049679,-0.8982982,-0.8423731,-0.023999713,-0.46854678,-0.7674451,-0.35073775,0.8165954
I,-0.54614484,0.42804864,-1.4990455,-1.5989488,-1.3557285,-0.33987385,-0.60140586,0.9769338,-0.121815935,1.0907395,0.045716964,-1.0101447,-0.2085222,0.43063107,1.1755502,-0.61980355,-0.37475905,0.41402447,-2.1845617,0.74742883,-0.23059526,-0.30865997,0.16751646,-0.2997954,0.21701661,0.41889918,1.2766336,0.40447816,1.1750462,-1.5413456,-0.2031556,-0.35158902,0.6579889,0.6501689,1.8272425,-1.5978045,1.3524606,-1.4484128,-0.053258676,0.80444247,-2.157574,-0.38391402,0.8113093,0.3811947,1.3994604,0.17827958,-0.5063632,-0.9377791,0.29093924,0.29674876,0.34675935,-0.8648365,-0.16422175,1.6699982,-0.33806115,-0.76154906,0.66866434,-1.762443,-1.1689128,1.0507216,-0.0981761,-0.12565798,-0.12858726,0.13326532
K,0.25459102,-0.19086899,0.032413468,-0.892788,-0.8019904,-0.21600159,0.5145685,0.16729929,-0.106800504,0.39759475,-1.024888,-0.28701624,-2.1727476,0.22067079,0.652187,0.59348446,-0.14795098,0.10280939,-0.43189082,0.8700391,-0.30597946,-0.20460719,0.8707899,-0.45845485,-0.8927456,-0.4099847,-1.5211594,2.326172,0.65396494,-0.76831824,0.1222781,-1.1852566,1.150798,-0.14323951,0.1823545,0.02595629,-1.0156626,-0.104662605,1.9636155,3.2270947,1.0525678,1.3657873,-0.37510762,-0.18650763,-1.0479864,0.0770129,0.12487717,0.5271126,-0.44612956,1.9769152,-0.33711496,0.50290316,0.3638207,0.11395202,-0.4204113,0.4221539,-1.2449933,-0.6509262,0.18740018,0.53901684,-0.026536468,-2.5360806,-1.1544983,-0.86360097
