L,1.7496221,-0.54302335,0.1991282,0.35093856,1.0802523,-0.10092646,-1.1690131,0.9493442,-0.6866667,-0.0685311,-0.677798,1.4601219,0.09186995,0.091836676,-0.20216464,-0.6770375,-0.2554416,-0.77114064,1.4656153,-1.3990657,0.6685395,-2.0648828,-0.5157484,0.9584078,0.35809016,-0.23341367,-0.16383384,0.8207044,-0.18591794,-0.69297993,-0.416971,1.597053,0.5776353,0.50871783,2.065193,-0.66933936,0.9757478,-1.3630217,-1.0960135,0.32313967,-1.0877901,-0.771052,-0.7103881,-0.7070482,0.86551255,0.053470194,0.601248,0.2801627,0.76170933,-1.1944386,-1.3611299,0.19869469,-0.18950321,0.6331494,1.1409568,0.6673319,0.3060147,-0.30223003,0.7342591,0.04441361,-0.6569404,0.64094883,0.7840575,1.2374004
M,0.4758386,-1.9466009,-1.7239424,0.05038314,-1.3596928,0.9119568,0.5494718,0.3625777,-0.7890945,-0.5268599,0.40507716,0.7923608,0.7178677,0.38023922,-0.1752875,0.8002495,-0.6173925,-1.4042813,0.21241872,0.6963988,1.2994019,-0.48829314,0.084366806,-1.4651372,0.509476,1.3311107,-0.41781157,1.2692726,-0.35350773,0.25032216,0.8787894,0.50933784,0.1768933,0.16521394,1.2710711,-0.42813712,0.15982042,0.65600467,-0.566575,-0.54354143,-0.2469391,0.33675018,-2.0212605,-0.44129738,1.7703569,-1.4056438,0.16489466,0.37048152,0.026978724,-0.25253636,-0.7893186,-0.45190167,1.0270767,-0.8358643,0.01590115,0.69050944,-0.7557726,1.0533477,-0.8986899,0.23518343,-1.4605423,0.3711543,0.33661982,0.39830652
N,0.8593184,-0.6433611,-0.3914883,-0.29013446,-0.7752001,0.5008877,-0.09305031,-0.010975727,-0.6280889,0.86483926,-0.41622686,-0.6043846,1.221146,-0.74689144,-0.74197894,2.1943796,-0.49473026,-0.5285684,0.6866948,1.4834595,-0.63658476,0.67313087,1.217282,0.45072973,0.61419684,0.55219525,0.91814643,1.0534742,-2.7321222,-0.031417526,0.48533008,0.35083216,-0.90717906,-0.209992,-0.07038438,-1.1324761,1.6858529,0.022234382,-0.70480734,1.1175476,-0.38592717,1.3444835,-0.5620051,1.185229,-2.391262,0.5707363,-1.044123,-1.0608188,-0.07475547,0.6766174,1.0454925,0.022329533,-0.2690752,0.68113,-0.46587178,0.06954768,1.6728498,-0.022384778,0.6324332,0.16119552,-0.40132785,0.17016998,-0.32876286,0.35217687
P,0.28473943,1.3701394,-0.6114118,0.4763241,-0.65595007,-0.22341344,1.8256687,0.9989849,0.6195438,-0.37350297,-0.9537399,-1.0642741,1.4942274,-1.0143123,1.5740299,0.25188643,0.87899286,0.30399674,-1.8622495,-1.6938782,0.3984005,-0.27961698,0.054501746,-0.18353944,-0.76067936,0.6222242,0.7445111,0.04248952,0.5355752,0.9591453,0.023133846,0.74528146,-0.2487166,2.0717075,-1.1913266,-0.11816231,-0.30571732,0.13719386,-0.3316564,0.06657699,-0.003481819,-0.4105536,0.95549566,-0.65455127,1.3433545,-1.6951889,0.85631937,0.53218484,1.6768806,0.059874598,-0.55917025,-0.1134974,-2.0209076,1.172334,-0.27437162,0.5175612,0.23541398,-0.1712051,-1.4165721,0.31894153,-2.206909,-1.6653458,0.0036429812,-0.09844625
Q,1.0807273,0.03322631,0.68992186,-0.18533537,-1.5262427,0.08333161,-1.1915652,-0.55663884,-0.30457267,0.2791655,-0.029737541,-0.010309922,0.42358902,0.8748902,0.79784656,0.86077845,1.4795114,1.2012475,-0.36431277,0.76007986,-0.13200396,0.011179269,-0.547811,0.5535454,-0.5757754,-1.8350521,-0.75487745,-1.3185654,-0.5191442,-0.057097264,-0.82717943,1.25628,0.52495134,-0.7611797,-0.42112753,0.14659984,-1.3617766,1.1401178,-0.39656082,-0.9134852,0.5224333,-0.3406163,-0.2989475,-0.47779155,-2.1262443,0.073189944,0.5548428,-2.121254,0.9673,-0.73262084,0.73632896,-0.35045394,-1.531448,0.9206894,0.5891314,-1.2113992,0.8341594,-0.32747233,1.0252695,0.16187647,-2.5795748,-1.3604879,-0.37507275,0.25569385
R,0.14646801,-0.93341094,1.1702056,-1.4079206,0.4561033,0.6784391,1.4788063,-0.4338197,-0.5379494,1.3250328,0.1464208,1.4264646,1.665784,1.2452925,-0.29622868,-0.8051153,-0.80292434,0.89356285,-0.052534267,-0.66084754,-0.19325171,1.360471,0.6702379,0.7919559,0.19528101,0.77697223,-1.2196717,-0.23899736,-1.0304495,0.3133219,-0.31674582,1.0428087,-0.60829425,-0.019412113,1.2229246,-0.4344996,-0.39167824,-1.6631415,-0.744605,0.025103783,1.7068207,-0.66620433,0.20456278,-0.65376186,1.7555102,-0.74813783,-1.5002682,-0.9612504,-0.38088235,0.73853034,-0.014353569,-0.24123204,1.7718215,-0.8960585,1.8768827,-0.13019964,2.266139,-1.4877048,-1.0018336,0.9387426,0.116377674,-0.89458853,-0.43530583,0.47194892
S,-0.059618067,-1.7256361,-0.27504712,-0.7440274,-0.66114664,0.076624,-0.23556046,-0.032702085,-1.9093968,0.6220502,-1.113066,0.21782368,0.7954774,0.89416844,1.4570034,0.8290817,-1.5339233,0.057516515,-1.035182,1.1572139,-0.7778339,0.52610594,1.2121634,-0.3441615,-0.8823518,-0.5371103,1.8850348,-0.57912946,-0.88592863,1.2096106,-0.6921146,0.48340163,1.8160704,1.7518519,1.041819,1.2392213,0.9484502,-0.5515863,-0.93630403,1.7104405,0.49263638,0.2979256,-1.4871466,0.35027987,-0.88969254,-0.63859046,0.5321908,0.4572368,0.4336664,-0.7698019,0.3375419,1.7168572,0.010680828,0.113738015,0.9266445,0.20373362,-1.009973,0.71864694,-1.3971547,0.6891931,-0.19148767,-0.175798,0.273369,-0.5314619
T,0.4295755,0.5049645,-0.5981043,-0.8926603,1.3755401,0.3023296,-0.49867007,-0.2685884,0.92387104,1.5438259,-0.6243947,1.8798386,-0.23565884,0.18701728,-0.2205908,0.3728074,-0.053751644,0.55849886,-0.6365362,1.3966564,1.0777239,-2.3732953,-0.03953319,-0.7505317,-0.10875757,1.2678467,-0.19393985,-0.6520138,-1.4137762,0.40368137,0.9386439,2.5861151,-0.87115604,-1.186081,0.22806233,-0.051917806,-1.3304597,1.3198218,0.22389077,-1.3212826,0.013247809,-0.25224552,-1.3098887,0.49800497,0.0034757138,-1.3625911,-0.7575732,2.3614237,-0.6189536,-0.026924813,0.57700646,-0.25952506,-0.45186818,-0.6236556,-0.9779936,0.5961074,-1.0155827,0.17880972,-0.032188445,0.65841866,-2.0765512,1.1917044,1.0554106,0.3315711
V,-1.0854897,0.88288623,-1.5027783,0.032838758,0.5791369,-0.289913,-0.31701922,-0.81826043,-0.27458286,-0.736561,0.26406625,-0.44576424,-2.3000197,0.91571295,-0.03760507,-0.33995998,0.43440333,-1.4827256,0.14880762,0.020309215,0.9630115,-0.27005228,-0.33283132,-0.16242845,-0.65067667,0.23080865,0.34258386,-0.119189456,0.817592,2.667903,0.8536228,0.16258572,-0.43322065,-0.49355924,0.09498112,0.686136,-0.2249422,0.30026412,-1.4047656,1.1203783,-1.1705912,0.9913102,0.3640578,1.9119523,-0.3180086,0.25995222,0.22686467,1.4157647,1.034695,-0.5304663,1.1447288,0.1645602,-0.29887998,0.16187209,0.3422146,0.0434101,-0.84120256,0.008061714,-0.9788384,0.21535169,0.21175332,2.0057864,-0.13888161,1.0150819
W,0.20161237,-1.6635392,-0.4367962,0.50072205,0.008656569,-0.18593447,-0.4153176,-0.069612,0.23066318,-0.23742327,1.2279223,0.40159273,-0.9772964,0.62585413,-0.7412342,-1.4865241,0.4773446,0.4948602,-0.20366412,2.5337543,1.2243452,-1.0558299,-1.1275688,-0.0805426,-0.31905097,-0.29470313,1.5543735,-0.23757926,-1.1501099,0.09015381,0.3839592,-0.20593035,0.57834417,-0.7540629,0.21023676,0.9929491,-0.3804436,-0.770204,0.58172214,-0.6784279,-0.9878181,-0.42068216,0.7812563,0.7250179,-0.29945666,0.48728552,0.27175954,1.6214875,0.2647925,-0.4743878,1.4959016,-0.10205582,-0.41722944,0.9382414,3.228275,0.99666125,-1.3682362,-1.0955747,0.6763535,0.15815656,-0.695817,1.4968023,-0.32304898,-0.8422056
Y,-0.17993933,-0.75368625,1.942171,-1.0232397,1.1384509,0.8748521,-0.41379166,-0.21388696,-0.9105057,-0.87681913,-0.047714606,0.2697055,2.6134408,-1.5651563,-2.3729053,0.41850007,0.043524936,1.6515546,1.6471738,-0.8930367,1.3337795,0.43281466,0.19427842,1.1873422,0.66991645,-1.6277847,0.86742896,1.4064367,1.572714,0.10744261,0.9226192,-0.1292047,0.03459803,-1.3363167,0.74456984,-0.20978834,0.48785096,0.15229881,1.3777599,0.19599538,0.5467194,0.46659437,0.8824859,-0.851604,0.8206135,1.5799581,1.20664,0.5578625,-0.25348526,-0.69069064,-0.8888548,0.22518209,1.7881769,0.1167889,-0.008704545,0.38319024,1.1102386,1.1500412,-0.3121208,-0.71695656,1.436403,-0.19494306,0.95266455,-0.5003795
e,-0.8288974,0.60513014,1.5130708,0.22886775,0.029024947,1.3533003,-0.3065915,-0.11027457,-0.582238,-0.7237369,-1.0454488,0.97181964,0.48211274,-0.17558908,-1.0392123,-0.6634978,0.83937335,-0.74915594,1.2646437,0.4723104,1.4633328,-0.5147618,-1.5141692,0.54231185,-0.007864728,1.8130409,-2.357526,-0.4022241,0.54038066,0.080144875,0.54979175,1.0658859,0.43277508,0.20507365,-0.8968697,0.73019457,-1.8249806,0.048270453,-0.27743864,-0.02967079,0.28699625,-0.5035611,0.026057964,-0.40260318,2.0026538,-0.29789284,0.7255051,1.6667585,-0.6544754,1.4456513,-2.1458163,0.15270509,-0.25006118,-0.9936507,0.12931375,0.15465048,0.36880463,0.86696285,0.32838055,-1.3240973,1.8122734,-1.4560549,1.7177001,0.19699445
